       0    -12712.0001572855
       1    -12711.6523623458
       2    -12711.6453720525
       3    -12711.6437127818
       4    -12711.5901693208
       5    -12711.3178845546
       6    -12711.3173319193
       7    -12711.2666279638
       8    -12711.2620703482
       9    -12711.2465771779
      10    -12711.2447201303
      11    -12711.2144757625
      12    -12711.2088686729
      13    -12711.2023038200
      14    -12711.1863807985
      15    -12710.8787374193
      16    -12710.8781221818
      17    -12710.8653552666
      18    -12710.1767235613
      19    -12710.1534060726
      20    -12710.1442581141
      21    -12710.1426949315
      22    -12710.0409764406
      23    -12710.0409098437
      24    -12709.8548371699
      25    -12709.8545122554
      26    -12709.7817084723
      27    -12709.7748206587
      28    -12709.7705469324
      29    -12709.7530585116
      30    -12709.7485208697
      31    -12709.7482693777
      32    -12709.7123362864
      33    -12709.6574385768
      34    -12709.6408922065
      35    -12709.6407633592
      36    -12709.6236256445
      37    -12709.6235344846
      38    -12709.3658894900
      39    -12709.3654501779
      40    -12708.5307038477
      41    -12708.5237531586
      42    -12708.2713144234
      43    -12708.1125414566
      44    -12707.5672494122
      45    -12707.5665896606
      46    -12701.5327587605
