       0    -12712.0000606292
       1    -12711.6520553685
       2    -12711.6489565614
       3    -12711.6452652063
       4    -12711.6420450485
       5    -12711.3165381610
       6    -12711.3163512748
       7    -12711.2682889722
       8    -12711.2666300706
       9    -12711.2448969135
      10    -12710.8782288856
      11    -12710.8777800869
      12    -12710.8661382469
      13    -12710.2026625750
      14    -12710.2025845359
      15    -12710.1805706102
      16    -12710.1799275425
      17    -12710.0411500279
      18    -12710.0406847546
      19    -12709.9602697463
      20    -12709.9586376688
      21    -12709.9520410376
      22    -12709.9488955574
      23    -12709.9330420259
      24    -12709.8545505380
      25    -12709.8540467352
      26    -12709.8467408670
      27    -12709.8278396284
      28    -12709.8275929039
      29    -12709.7735200774
      30    -12709.7695578784
      31    -12709.7518485319
      32    -12709.7503451662
      33    -12709.7493912573
      34    -12709.7471325311
      35    -12709.7371719132
      36    -12709.6377918770
      37    -12709.6335839495
      38    -12709.6011004214
      39    -12709.5960515656
      40    -12709.5795006055
      41    -12709.5716606685
      42    -12709.5693885902
      43    -12709.5582709367
      44    -12709.5569621020
      45    -12709.5047123966
      46    -12709.5038847832
      47    -12709.4993289740
      48    -12709.3954371250
      49    -12709.3680091183
      50    -12709.3671374129
      51    -12709.3630852842
      52    -12708.6198028630
      53    -12708.6183701962
      54    -12708.6042196791
      55    -12708.5303122024
      56    -12708.5301969409
      57    -12708.3397591639
      58    -12707.9983359398
      59    -12707.9477681940
      60    -12707.1939456577
      61    -12706.7686396500
