       0    -12712.0068893588
       1    -12711.6528742047
       2    -12711.6528741652
       3    -12711.6528741219
       4    -12711.6460837651
       5    -12711.6460836414
       6    -12711.3179706746
       7    -12711.3179706430
       8    -12711.3179703225
       9    -12711.3179688086
      10    -12711.2687717284
      11    -12711.2687709153
      12    -12711.2452789213
      13    -12710.8792191580
      14    -12710.8792191230
      15    -12710.2067865433
      16    -12710.2067865421
      17    -12710.2067865113
      18    -12710.2067864949
      19    -12710.2067864607
      20    -12710.2067864478
      21    -12710.1810737098
      22    -12710.1810737067
      23    -12710.1810736521
      24    -12710.1810735993
      25    -12710.0418522534
      26    -12710.0418425043
      27    -12709.8551811730
      28    -12709.8551811641
      29    -12709.8551810457
      30    -12709.8551806798
      31    -12709.7753697794
      32    -12709.7753697389
      33    -12709.7753697386
      34    -12709.7753697278
      35    -12709.7753696078
      36    -12709.7753695876
      37    -12709.6029135579
      38    -12709.6029128706
      39    -12709.5984125085
      40    -12708.5311063707
      41    -12708.5311063391
      42    -12708.5311063283
      43    -12708.5311063193
